"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6833","TC_22 [English] - Verify the Recent Results section displays the team's recent matches","Team Details Page [English]","2026-09-02","passed","2026-09-02","","4. Recent Results [English]","",""
"","9367","TC_23 [English] — Network failure during OTP verification shows an appropriate error","OTP Verification (English)","2026-09-02","passed","2026-09-02","","","",""
"","3009","TC_13 [Vietnamese] - Verify Dashboard page loads without any broken UI elements","Dashboard Validation (Vietnamese)","2026-09-02","passed","2026-09-02","","","",""
"","121","TC_23 [Vietnamese] - Verify Vietnamese language option displays 🇻🇳 flag and Tiếng Việt sub-label","Profile Page (Vietnamese)","2026-09-02","passed","2026-09-02","","5. Preferences Tab","",""
"","2498","TC_32 [Vietnamese] - Verify an invalid/non-existent team slug is handled gracefully","Team Details Page [Vietnamese]","2026-09-02","passed","2026-09-02","","6. Data Integrity [Vietnamese]","",""
"","6521","TC_31 [English] - Verify no duplicate competition entries are shown for the same tournament","Team Details Page [English]","2026-09-02","passed","2026-09-02","","5. Competitions [English]","",""
"","2959","TC_11 [English] — Phone numbers with extra formatting characters (spaces, dashes, leading zero) are normalized consistently","Details Page [English]","2026-09-02","passed","2026-09-02","","","",""
"","2743","TC_03 [English] — Country code selector defaults to +91 and can be changed to another country","Details Page [English]","2026-09-02","failed","2026-09-02","","","",""
"","8044","TC_22 [Vietnamese] — Submitting the already-registered phone number reaches OTP dispatch the same as any number (no duplicate-account path)","Organic Signup Journey (Vietnamese)","2026-09-02","passed","2026-09-02","","End-to-End Journeys — entry points reach OTP dispatch","",""
"","748","TC_01 [Vietnamese] - Verify the Logout option is visible on the Account tab of Settings","Logout (Vietnamese)","2026-09-02","passed","2026-09-02","","1. Logout Control Visibility & Non-Destructive Popup Checks [Vietnamese]","",""
"","6936","TC_30 [Vietnamese] - Verify the Competitions list remains reachable when scrolled","Team Details Page [Vietnamese]","2026-09-02","passed","2026-09-02","","5. Competitions [Vietnamese]","",""
"","17096","TC_44 [Vietnamese] - Verify clicking YouTube row redirects to the YouTube channel in a new tab","Profile Page (Vietnamese)","2026-09-02","broken","2026-09-02","","8. Community Tab – Social Redirections","",""
"","30907","TC_09 [English] - Verify user can switch between Lineups, Stats, Play by Play and Rankings tabs","Recent Match Details Page [English]","2026-09-02","broken","2026-09-02","","3. Match Detail Tabs [English]","",""
"","2866","TC10 [Vietnamese] — Clicking the featured-competition promo banner navigates to that competition page","Smoke Suite [Vietnamese]","2026-09-02","passed","2026-09-02","","","",""
"","442","TC_04 [Vietnamese] - Verify Profile header displays Guest username and Login/Signup button for guest user","Profile Page (Vietnamese)","2026-09-02","passed","2026-09-02","","2. Profile Header","",""
"","2844","TC_29 [English] - Verify Overview and Matches tabs display content on Int. Friendly Games 2026 page","Tournament Pages [English]","2026-09-02","passed","2026-09-02","","Int. Friendly Games 2026 [English]","",""
"","9775","TC_20 [Vietnamese] — Header Login/Signup CTA path reaches OTP dispatch","Organic Signup Journey (Vietnamese)","2026-09-02","passed","2026-09-02","","End-to-End Journeys — entry points reach OTP dispatch","",""
"","201","TC_08 [Vietnamese] - Verify clicking Account tab makes it active and loads DATA & PRIVACY section with all three rows","Profile Page (Vietnamese)","2026-09-02","passed","2026-09-02","","4. Account Tab","",""
"","312","TC_01 [English] - Verify the Logout option is visible on the Account tab of Settings","Logout (English)","2026-09-02","passed","2026-09-02","","1. Logout Control Visibility & Non-Destructive Popup Checks","",""
"","6706","TC_31 [English] — User is fully authenticated on Dashboard after completing signup","Welcome Page (English)","2026-09-02","passed","2026-09-02","","","",""
"","3051","TC_19 [Vietnamese] - Verify clicking an Upcoming match card navigates to the match detail page","Dashboard Validation (Vietnamese)","2026-09-02","passed","2026-09-02","","","",""
"","16329","TC12 [English] — Selecting a tournament from the competition list navigates to its page","Smoke Suite [English]","2026-09-02","broken","2026-09-02","","","",""
"","3527","TC_01 [English] - Verify Dashboard URL","Dashboard Validation (English)","2026-09-02","passed","2026-09-02","","","",""
"","3319","TC_12 [Vietnamese] - Verify Knockout tab presence and Standings tab content on CONMEBOL Sudamericana 2026 page","Tournament Pages [Vietnamese]","2026-09-02","passed","2026-09-02","","CONMEBOL Sudamericana 2026 [Vietnamese]","",""
"","6381","TC_20 [English] - Verify FIFA Ranking and Last 10 record display correctly for a national team","Team Details Page [English]","2026-09-02","passed","2026-09-02","","3. Stats [English]","",""
"","0","TC_28 [English] — Direct URL without completing signup redirects away [Product defect: route not protected]","","2026-09-02","skipped","2026-09-02","","","",""
"","17248","TC_41 [English] - Verify clicking Facebook row redirects to the Facebook page in a new tab","Profile Page (English)","2026-09-02","broken","2026-09-02","","8. Community Tab – Social Redirections","",""
"","5387","TC_02 [English] - Verify Back button navigates user back to the Dashboard","Recent Match Details Page [English]","2026-09-02","passed","2026-09-02","","1. Navigation [English]","",""
"","13317","TC_34 [English] - Verify switching from one team's page to another's fully refreshes with no stale data","Team Details Page [English]","2026-09-02","passed","2026-09-02","","6. Data Integrity [English]","",""
"","3002","TC_05 [English] - Verify Overview and Matches tabs display content on Africa Cup of Nations Qualification 2026 page","Tournament Pages [English]","2026-09-02","passed","2026-09-02","","Africa Cup of Nations Qualification 2026 [English]","",""
"","180","TC_27 [English] - Verify Passing section shows stat comparison values","Upcoming Match Details Page [English]","2026-09-02","passed","2026-09-02","","6. Stats Tab [English]","",""
"","6609","TC_31 [Vietnamese] - Verify no duplicate competition entries are shown for the same tournament","Team Details Page [Vietnamese]","2026-09-02","passed","2026-09-02","","5. Competitions [Vietnamese]","",""
"","5508","TC_08 [Vietnamese] — Submitting a phone number already associated with an existing account is handled appropriately","Details Page [Vietnamese]","2026-09-02","passed","2026-09-02","","","",""
"","6733","TC_12 [English] - Verify Team Details page is reachable and loads correctly from V-League 1 26/27","Team Details Page [English]","2026-09-02","passed","2026-09-02","","1. Cross-Tournament Reachability [English]","",""
